Model,Year,Fuel_Type,Transmission,DoorsNum,Condition,Color,Cruise,Leather_Seats,Heated_Seats,Navigation,Owners,Insurance,Service_History,Safety,Premium_Sound,Multimedia,Bluetooth,Wheel,Sunroof,Warranty,TAge,Price,Cylinder_Numbers,Credit_History,Engine_Size,Weight,carlength,carwidth,monthly_mileage,peakrpm,Estimated_Mileage
Honda Pilot,2000,Petrol,Manual,4,Good,Brown,No,No,No,No,2,No insurance,Partial Service,Not rated/Unknown,No,No,No,Hubcaps,No,28,2,7963.33699,three,-0.015839028,2.699422608,3261.301227,203.5,63.7,2913.211288,4160,34958.53545
Honda Pilot,2001,Petrol,Manual,4,Good,Brown,No,No,No,No,3,No insurance,Partial Service,1 star,No,No,Yes,Chrome,No,7,2,4941.189159,two,0.007604147,2.29381289,3527.830291,182.6,61,3561.510113,5645,42738.12136
Honda Pilot,2004,Petrol,Manual,4,Good,Brown,No,No,No,No,4,No insurance,No Service,Not rated/Unknown,Yes,No,Yes,Hubcaps,No,23,3,6338.457039,two,0.007858002,2.063787636,3464.161315,179.5,69.6,3335.609875,4586,40027.3185
Nissan Murano,2008,Petrol,Manual,4,Fair,Yellow,No,No,No,Yes,2,Third Party,Full Service,Not rated/Unknown,No,No,No,Alloy,No,20,3,9361.140363,three,0.004254576,2.064660005,3120.59613,175.3,67.2,3138.287196,5290,37659.44635
Nissan Murano,2002,Petrol,Manual,4,Good,Yellow,No,No,No,No,4,No insurance,Full Service,1 star,Yes,No,No,Forged,No,28,4,9472.926148,two,-0.009669761,2.070474782,3769.714472,160.6,72.5,2814.854621,6315,33778.25545
Ford Escape,2020,Hybrid,Manual,2,Excellent,Black,No,No,No,Yes,2,Third Party,Full Service,1 star,Yes,Yes,Yes,Forged,No,24,1,30257.12548,four,-0.000477114,2.883015504,3813.596089,191.8,69.2,883.6038533,4335,10603.24624
Honda Pilot,2002,Petrol,Manual,4,Good,Black,No,No,No,No,2,No insurance,Partial Service,Not rated/Unknown,Yes,No,No,Alloy,No,25,3,6295.714207,three,-3.60E-05,1.918602307,3000.618573,166.3,70.4,3117.482985,4862,37409.79582
Honda Pilot,2007,Petrol,Manual,4,Fair,Brown,No,No,No,No,3,No insurance,No Service,1 star,No,No,No,Chrome,No,19,4,6749.751146,three,-0.011583647,2.32877031,3041.337932,175.6,70.2,3202.837343,4393,38434.04812
Toyota Corolla,2020,Electric,Automatic,4,Good,Brown,No,Yes,Yes,Yes,2,Comprehensive,Partial Service,4 stars,No,Yes,Yes,Forged,No,28,1,28369.96064,six,0.015033983,2.335556401,3948.028504,162.4,64.2,825.4185144,4759,9905.022173
Nissan Juke,2011,Petrol,Manual,4,Good,Black,No,No,No,No,3,Collision,Full Service,4 stars,No,No,No,Steel,No,16,2,10027.11786,two,0.008773623,2.377953601,3202.592599,143.5,71.8,3072.705178,5821,36872.46214
Honda Pilot,2006,Petrol,Manual,4,Fair,Yellow,No,No,No,No,3,No insurance,Partial Service,Not rated/Unknown,Yes,No,Yes,Hubcaps,No,7,3,5432.917123,three,-0.002209642,1.990305553,3074.638464,200.1,67.5,3441.434692,4521,41297.2163
Ford Escape,2006,Electric,Automatic,4,Excellent,Black,Yes,Yes,Yes,Yes,1,No insurance,Full Service,2 stars,No,Yes,No,Steel,Yes,34,1,31486.76499,two,0.000268858,2.121653632,3757.898804,148.1,66.5,725.7919853,5063,8709.503823
Ford Escape,2003,Hybrid,Automatic,2,Good,Brown,No,No,No,Yes,2,Collision,Full Service,5 stars,No,Yes,Yes,Chrome,Yes,23,2,23863.9699,four,0.002083828,3.128196736,3774.532988,163.2,62.3,1004.161592,6571,12049.9391
Honda Pilot,2008,Petrol,Manual,4,Fair,Yellow,No,No,No,No,2,No insurance,Partial Service,2 stars,Yes,No,No,Steel,No,14,5,6731.127448,two,-0.020417349,1.79665148,3300.501621,162.2,65,3177.684733,6189,38132.2168
Nissan Murano,2008,Petrol,Manual,4,Good,Brown,No,No,No,Yes,4,3rd Party,Full Service,2 stars,No,No,Yes,Alloy,No,32,4,10080.71371,two,-0.002471774,2.097301058,3550.080841,207.7,61.3,2549.706393,6406,30596.47672
Ford Fusion,2009,Petrol,Manual,4,Fair,Brown,Yes,No,No,Yes,3,Collision,Partial Service,Not rated/Unknown,No,No,Yes,Chrome,Yes,6,4,15553.60433,four,-0.006819842,2.093148817,3759.307115,170.8,71.6,2074.089773,6092,24889.07727
Toyota Tundra,2012,Hybrid,Manual,4,Excellent!,Brown,Yes,No,Yes,Yes,1,3rd Party,Full Service,4 stars,Yes,No,No,Alloy,No,21,2,20789.20147,six,-0.0100162,1.905631007,3224.839557,171.2,60.9,1496.803606,6307,17961.64327
Ford Escape,2014,Hybrid,Automatic,2,Good,Beige,Yes,Yes,No,Yes,2,Comprehensive,Full Service,4 stars,Yes,No,No,Chrome,Yes,17,2,24455.89642,two,-0.002811003,2.318387947,3072.130514,182,66.8,1099.559836,5832,13194.71803
Chevrolet Volt,2010,Electric,Automatic,4,Good,Black,No,No,No,Yes,3,3rd Party,Partial Service,4 stars,No,No,Yes,Chrome,Yes,17,1,15451.32945,three,0.017976865,1.888841632,3524.989773,194,72.1,1614.586114,6527,19375.03337
Chevrolet Volt,2010,Hybrid,Automatic,2,Good,Brown,Yes,No,Yes,Yes,2,3rd Party,Partial Service,4 stars,Yes,Yes,No,Chrome,No,24,1,19209.08774,four,0.006408429,2.718220775,2890.533828,203.4,70.1,1558.838373,4240,18706.06048
Nissan Murano,2003,Petrol,Manual,4,Good,Yellow,No,No,No,Yes,2,Collision,Partial Service,Not rated/Unknown,No,No,Yes,Hubcaps,No,15,3,8334.752476,three,-0.00571179,1.618640812,3170.301964,183.5,68,3026.026478,6575,36312.31773
Honda Pilot,2008,Petrol,Manual,4,Good,Yellow,No,No,No,No,3,No insurance,No Service,2 stars,No,No,Yes,Alloy,No,25,4,6216.903691,three,0.005725828,2.00162603,3083.939513,185.2,71.3,3299.215828,4439,39590.58994
Nissan Murano,2002,Petrol,Manual,4,Good,Black,No,No,No,No,2,No insurance,No Service,Not rated/Unknown,Yes,No,No,Chrome,No,10,2,7138.774184,two,0.013993554,2.118733417,3295.621538,193.9,70.7,3482.158042,5293,41785.8965
Nissan Juke,2009,Petrol,Manual,4,Good,Yellow,No,No,No,Yes,3,Comprehensive,Partial Service,1 star,Yes,No,No,Alloy,No,8,4,10953.86466,three,0.009246337,1.726141579,3179.011853,143.6,62.6,2656.280543,6593,31875.36651
Nissan Murano,2006,Petrol,Manual,4,Good,Yellow,No,No,No,No,2,Comprehensive,No Service,1 star,Yes,No,No,Alloy,No,14,2,10376.4825,two,0.000596304,2.132669007,3325.893096,185.6,60.6,2807.367086,4267,33688.40503
Nissan Murano,2007,Electric,Manual,4,Good,Black,No,No,No,Yes,3,3rd Party,Partial Service,Not rated/Unknown,Yes,No,Yes,Alloy,No,26,3,10446.50039,three,-0.006469368,1.7011092,3042.685067,171.4,64.2,2453.332746,4107,29439.99295
Toyota Corolla,2021,Electric,Automatic,4,Good,Beige,Yes,No,No,Yes,2,Collision,No Service,5 stars,No,Yes,No,Chrome,No,28,2,25546.63151,three,0.006982233,2.202021057,,193.8,61.3,1187.300216,6296,14247.60259
Toyota Corolla,2018,Electric,Manual,2,Good,Black,Yes,No,Yes,Yes,3,Comprehensive,Full Service,5 stars,Yes,No,No,Forged,Yes,20,3,22514.43931,three,0.003934854,2.139848923,3210.688443,191.1,61.3,1508.129449,5448,18097.55339
Ford Escape,2018,Hybrid,Manual,4,Excellent,Brown,Yes,No,Yes,Yes,1,No insurance,Full Service,5 stars,Yes,No,No,Steel,No,19,1,30311.8225,two,0.008951932,2.962553463,4384.787996,162.5,67.4,822.6083913,4122,9871.300695
Chevrolet Impala,2006,Hybrid,Automatic,2,Good,Black,No,No,Yes,Yes,3,3rd Party,Full Service,4 stars,Yes,Yes,Yes,Chrome,Yes,16,1,22999.47531,two,0.006351718,2.659474113,3507.77007,183,70.1,1457.404238,4248,17488.85086
Nissan Juke,2011,Petrol,Manual,4,Good,Black,No,No,No,Yes,4,No insurance,No Service,2 stars,Yes,No,No,Alloy,No,18,5,9592.850517,three,0.010495527,1.555009068,3100.162034,208.1,60.2,2830.510866,4202,33966.13039
Ford Fusion,2007,Hybrid,Automatic,2,Good,Silver,No,No,No,Yes,4,Comprehensive,Full Service,5 stars,No,No,No,Chrome,No,12,1,21714.59209,four,-0.005352352,2.379682357,3353.035881,154.4,68.3,858.7266783,4200,10304.72014
Chevrolet Corvette,2004,Petrol,Manual,4,Good,Brown,No,No,No,Yes,3,No insurance,No Service,Not rated/Unknown,Yes,No,Yes,Hubcaps,No,32,2,12814.64088,three,0.013173941,2.269646323,3270.578635,200.6,62.8,2443.08102,5788,29316.97224
Honda Pilot,2002,Petrol,Manual,4,Fair,Brown,No,No,No,No,3,No insurance,Partial Service,1 star,Yes,No,No,Chrome,No,30,2,6425.159693,three,0.001975996,2.199825869,3228.176645,175.8,69.7,3461.861035,6471,41542.33242
Toyota Camry,2004,Electric,Manual,4,Good,Brown,No,No,Yes,Yes,1,Comprehensive,Full Service,4 stars,No,Yes,Yes,Forged,Yes,7,2,22657.5576,four,0.020752609,2.786971525,3556.082038,150.8,64.6,1077.18023,4586,12926.16276
Chevrolet Corvette,2003,Electric,Automatic,4,Fair,Brown,No,No,Yes,Yes,2,Comprehensive,Partial Service,4 stars,Yes,No,No,Chrome,Yes,8,1,16561.12715,two,-0.006891878,2.733891025,3096.349609,181.3,65.2,1891.180246,4781,22694.16295
Honda Pilot,2002,Petrol,Manual,4,Good,Brown,No,No,No,No,2,No insurance,Partial Service,1 star,No,No,Yes,Alloy,No,25,5,7164.012351,three,0.017359638,2.084192103,3039.532103,202.4,65.5,3479.029694,5541,41748.35633
Chevrolet Bolt,2018,Hybrid,Automatic,4,Good,Brown,Yes,No,Yes,Yes,3,No insurance,Partial Service,Not rated/Unknown,No,No,Yes,Forged,Yes,13,1,15112.94301,three,0.001979108,3.029352648,3344.360279,154.4,63.5,1673.150599,4201,20077.80719
Toyota Corolla,2020,Electric,Manual,4,Good,Brown,No,No,Yes,Yes,1,Comprehensive,Full Service,1 star,No,Yes,Yes,Forged,Yes,6,2,35594.21211,two,-0.00651418,2.415088705,3507.400544,189.7,62.3,261.7650553,5663,3141.180664
Toyota Prius,2010,Hybrid,Automatic,4,Good,Brown,Yes,No,No,Yes,1,Collision,Partial Service,4 stars,No,Yes,No,Forged,No,30,2,20914.73603,four,-0.004838858,2.378957636,3586.43233,150.6,65.4,1579.407054,5862,18952.88465
Ford Fusion,2010,Hybrid,Automatic,4,Good,Brown,Yes,No,No,Yes,2,Collision,Full Service,4 stars,Yes,No,No,Chrome,Yes,26,1,15812.19537,two,-0.003203473,2.306575378,3134.04903,150.2,69.5,1851.11867,4723,22213.42404
Nissan Murano,2002,Petrol,Manual,4,Good,Brown,No,No,No,No,2,3rd Party,No Service,1 star,No,No,Yes,Hubcaps,No,9,3,8712.891901,three,0.004241659,1.661195888,3466.742325,146.5,65.6,3086.319769,5409,37035.83723
Chevrolet Volt,2012,Petrol,Automatic,2,Good,Brown,No,No,No,Yes,4,3rd Party,Partial Service,4 stars,Yes,No,No,Steel,No,18,2,19070.36143,three,0.005228355,2.408950224,3863.807982,206,65.1,1756.091983,5062,21073.1038
Chevrolet Volt,2014,Hybrid,Automatic,4,Good,Brown,Yes,No,Yes,Yes,2,3rd Party,Partial Service,Not rated/Unknown,No,No,No,Chrome,Yes,29,2,18409.84931,three,-0.005737,1.8821994,3599.852054,164.9,72.2,1652.340843,4192,19828.09012
Honda Pilot,2007,Petrol,Manual,4,Fair,Brown,No,No,No,No,2,No insurance,No Service,1 star,No,No,No,Alloy,No,19,4,6383.002308,three,-0.000243546,2.50252512,3405.35112,203.8,69.7,3705.112453,6182,44461.34943
Toyota Corolla,2021,Hybrid,Manual,4,Good,Beige,No,No,Yes,Yes,1,Comprehensive,Partial Service,4 stars,Yes,No,Yes,Chrome,No,14,2,24614.6866,three,0.021422704,1.83786274,3436.560699,145.5,68.7,959.9631142,4353,11519.55737
Chevrolet Volt,2011,Hybrid,Automatic,4,Good,Black,Yes,No,No,Yes,2,3rd Party,Full Service,4 stars,Yes,No,No,Chrome,No,8,3,16496.65145,two,0.017275432,1.73481341,3563.307133,159.3,72.9,1812.878448,6084,21754.54138
Toyota Tundra,2015,Hybrid,Manual,4,Good,Silver,Yes,No,No,Yes,1,3rd Party,Full Service,4 stars,No,No,Yes,Steel,No,19,2,35802.26439,six,0.004363237,2.692466271,3461.826791,200.1,61.4,330.0206495,4514,3960.247794
Chevrolet Volt,2010,Hybrid,Manual,4,Good,Brown,Yes,No,Yes,Yes,3,Comprehensive,Partial Service,2 stars,Yes,No,Yes,Steel,Yes,9,3,18388.40926,two,0.000380035,1.815230291,3662.054087,170.3,63.5,1639.135947,5346,19669.63136
Ford Escape,2006,Hybrid,Automatic,2,Excellent,Brown,Yes,No,Yes,Yes,1,3rd Party,Partial Service,1 star,No,Yes,No,Steel,No,22,1,28227.04246,six,0.001200313,1.914994921,3680.003487,173.1,61.1,858.0190683,5617,10296.22882
Nissan Murano,2004,Petrol,Manual,4,Good,Yellow,No,No,No,No,2,3rd Party,Full Service,1 star,Yes,No,No,Hubcaps,No,20,4,9721.234745,two,0.00613518,2.137449603,3080.127778,142.4,60.4,2864.35313,5415,34372.23756
Chevrolet Volt,2016,Petrol,Automatic,4,Good,Brown,No,No,No,Yes,3,3rd Party,Partial Service,4 stars,No,No,Yes,Chrome,No,17,2,15717.61427,two,-0.010227926,1.749100439,3295.572439,184.3,68.4,1765.626374,4843,21187.51649
Toyota Corolla,2019,Electric,Manual,2,Good,Silver,No,Yes,No,Yes,1,Comprehensive,Full Service,2 stars,Yes,Yes,No,Alloy,No,19,1,26729.79596,three,-0.002573765,2.442118182,3501.313874,148.1,71.4,909.9416125,6124,10919.29935
Ford Escape,2015,Hybrid,Automatic,4,Excellent,Brown,No,No,No,Yes,2,Comprehensive,Full Service,5 stars,Yes,Yes,No,Steel,No,24,2,29855.26832,two,-0.016685841,2.366666596,3580.935753,148.5,72.8,721.0487838,4535,8652.585405
Chevrolet Volt,2013,Petrol,Manual,2,Good,Brown,No,No,No,Yes,2,Collision,Partial Service,1 star,No,No,Yes,Steel,Yes,15,3,17387.92878,five,0.003992231,2.643171098,3584.294613,172.1,71.4,1595.435343,4383,19145.22411
Honda Pilot,2007,Petrol,Manual,4,Fair,Brown,No,No,No,No,2,No insurance,Partial Service,2 stars,No,No,No,Chrome,No,10,5,4963.394601,two,0.006471959,1.986118584,2642.533408,200.7,63.6,3882.008353,6019,46584.10023
Nissan Murano,2005,Petrol,Manual,4,Fair,Black,No,No,No,No,3,3rd Party,Partial Service,2 stars,No,No,Yes,Alloy,Yes,14,4,10029.72297,two,-0.004831865,2.124697339,2559.839514,185,68.9,2766.635782,4383,33199.62938
Chevrolet Volt,2016,Hybrid,Automatic,4,Fair,Brown,No,No,Yes,Yes,3,Collision,Partial Service,4 stars,Yes,No,Yes,Steel,Yes,29,2,19768.81021,five,0.015739868,2.190921822,3666.73934,159.4,72.9,1164.179051,5495,13970.14861
Ford Escape,2018,Electric,Automatic,4,Good,Brown,No,No,Yes,Yes,1,No insurance,Full Service,3 stars,Yes,No,No,Chrome,Yes,35,1,27468.88279,three,-0.012257657,2.58059468,3569.718084,182.2,67.6,957.5150358,5344,11490.18043
Honda Pilot,2008,Petrol,Manual,4,Good,Brown,No,No,No,No,3,No insurance,No Service,1 star,No,No,Yes,Chrome,No,22,3,6897.225891,three,-0.014643749,2.007126875,3426.651565,178.7,61.5,2925.63786,4224,35107.65432
Ford Escape,2015,Electric,Manual,4,Good,Brown,Yes,Yes,Yes,Yes,1,Collision,Full Service,2 stars,Yes,Yes,No,Chrome,Yes,22,1,24664.36216,two,0.002244518,2.012897142,3725.806971,199.9,68.8,1341.267489,6593,16095.20987
Ford Fusion,2011,Hybrid,Automatic,4,Excellent,Brown,No,No,No,Yes,2,3rd Party,Partial Service,2 stars,No,No,No,Chrome,No,8,2,20664.95861,two,0.010470983,1.935976749,3712.433518,183.5,60.3,1543.16424,4581,18517.97088
Honda Pilot,2007,Petrol,Manual,4,Fair,Yellow,No,No,No,No,4,No insurance,No Service,Not rated/Unknown,Yes,No,No,Steel,No,21,2,5216.727848,three,0.016839277,1.638635145,3032.846969,199.1,67.6,3930.699968,6270,47168.39961
Ford Escape,2019,Hybrid,Automatic,2,Good,Black,Yes,No,No,Yes,3,3rd Party,Full Service,5 stars,Yes,Yes,Yes,Alloy,Yes,30,3,22647.50192,four,-0.004588843,2.161155075,3543.876381,187.8,64,1076.222723,4230,12914.67267
Honda Pilot,2005,Petrol,Manual,4,Fair,Black,No,No,No,No,3,No insurance,Partial Service,Not rated/Unknown,Yes,No,Yes,Chrome,No,14,3,6815.25546,three,0.010786808,1.836801349,3405.817031,208.8,68.2,3495.612029,5149,41947.34435
Chevrolet Volt,2012,Electric,Manual,4,Fair,Brown,Yes,No,No,Yes,2,Collision,Partial Service,4 stars,No,No,Yes,Alloy,Yes,22,1,16048.34337,four,-0.000385085,2.034551027,3473.746957,154.1,64.2,1676.867362,4755,20122.40834
Honda Pilot,2003,Petrol,Manual,4,Good,Yellow,No,No,No,No,3,No insurance,No Service,1 star,Yes,No,No,Alloy,No,25,5,5709.371701,three,-0.001726273,1.968427376,3140.418638,202.8,68.2,3319.445443,4706,39833.34532
Honda Pilot,2005,Petrol,Manual,4,Good,Black,No,No,No,No,2,No insurance,No Service,Not rated/Unknown,Yes,No,No,Alloy,No,17,4,5314.608214,two,0.008836599,1.899731364,3013.179207,146.3,63.9,3537.46876,6415,42449.62512
Nissan Juke,2010,Petrol,Manual,4,Good,Brown,No,No,No,Yes,3,Comprehensive,Partial Service,4 stars,Yes,No,Yes,Chrome,Yes,29,3,12041.19232,two,0.006523229,2.198277832,3321.527638,200.6,69.1,2542.455468,5251,30509.46561
Honda Pilot,2000,Petrol,Manual,4,Good,Yellow,No,No,No,No,2,No insurance,No Service,2 stars,Yes,No,No,Chrome,No,7,3,5977.900449,two,-0.015763922,1.83884299,3298.546507,208.8,61.2,3477.440114,5991,41729.28137
Honda Pilot,2004,Petrol,Manual,4,Good,Yellow,No,No,No,No,3,No insurance,No Service,1 star,No,No,No,Hubcaps,No,25,2,6871.637446,three,0.014765403,1.87487663,3339.630803,157,69.7,3326.368184,5669,39916.41821
Chevrolet Volt,2014,Hybrid,Manual,2,Good,Black,Yes,Yes,Yes,Yes,2,Comprehensive,Full Service,4 stars,Yes,Yes,Yes,Forged,No,21,2,22740.88652,two,0.013800914,2.555736097,2987.949218,204.5,68.8,1362.059012,5615,16344.70814
Nissan Murano,2006,Petrol,Manual,4,Good,Brown,No,No,No,No,3,No insurance,No Service,2 stars,Yes,No,Yes,Alloy,No,28,3,8272.49107,three,-0.006255627,2.427404599,3326.487562,168,65.5,2941.40482,5218,35296.85784
Toyota Corolla,2018,Hybrid,Manual,2,Good,Silver,Yes,No,No,Yes,1,Comprehensive,Partial Service,5 stars,Yes,No,Yes,Steel,Yes,28,1,45794.89186,six,0.003958035,2.90733188,4097.726005,172,62.4,233.8056117,4883,2805.66734
Chevrolet Bolt,2017,Hybrid,Manual,4,Fair,Brown,No,No,No,Yes,3,Collision,Partial Service,2 stars,Yes,No,No,Alloy,No,26,2,17720.56269,four,0.004940302,2.047670057,3705.370547,199.7,61.2,1858.683342,5696,22304.2001
Chevrolet Volt,2016,Hybrid,Automatic,2,Good,Brown,Yes,No,Yes,Yes,2,Comprehensive,Full Service,5 stars,No,Yes,No,Forged,Yes,28,3,22217.02939,four,0.002606738,2.914837439,3511.485684,173.4,63.1,1431.750432,6026,17181.00518
Toyota Corolla,2018,Hybrid,Manual,4,Good,Brown,Yes,No,No,Yes,2,3rd Party,Full Service,5 stars,Yes,Yes,No,Alloy,No,11,2,22038.41023,six,-0.005503052,2.252894835,2961.043086,208.6,73,1387.271936,5351,16647.26323
Honda Pilot,2007,Petrol,Manual,4,Fair,Black,No,No,No,No,2,No insurance,No Service,Not rated/Unknown,Yes,No,Yes,Chrome,No,7,4,6414.28213,two,-0.006716234,2.093414683,3338.628176,158.7,60.8,3020.404695,5973,36244.85634
Ford Escape,2013,Electric,Automatic,4,Excellent,Brown,Yes,No,No,Yes,2,No insurance,Full Service,3 stars,Yes,Yes,Yes,Chrome,No,14,2,26537.56792,four,-0.000255541,2.711141973,4192.964745,161.2,69.7,951.908195,5001,11422.89834
Nissan Murano,2006,Petrol,Manual,4,Good,Black,No,No,No,Yes,2,Collision,No Service,1 star,Yes,No,Yes,Chrome,No,10,5,8673.183452,two,0.01172729,1.845558711,3306.087322,198.8,71.6,3010.735634,5977,36128.82761
Ford Escape,2018,Hybrid,Automatic,2,Excellent,Silver,No,No,No,Yes,2,Collision,Full Service,4 stars,No,Yes,Yes,Chrome,Yes,23,2,23169.42198,five,0.005436002,1.790155158,3630.397316,191.5,63.4,1044.879531,6534,12538.55437
Toyota Tundra,2014,Electric,Manual,4,Excellent,Beige,No,Yes,No,Yes,2,No insurance,Partial Service,3 stars,Yes,No,No,Alloy,Yes,27,1,25296.52648,four,-0.003706143,2.423182124,3492.934888,202.4,60.1,1162.610714,5892,13951.32857
Chevrolet Volt,2014,Electric,Manual,2,Good,Brown,No,No,No,Yes,3,3rd Party,Full Service,2 stars,Yes,Yes,Yes,Forged,No,31,2,21281.43096,six,0.007716987,2.325524182,3409.502196,151.9,65.4,1380.758568,5896,16569.10281
Chevrolet Corvette,2003,Electric,Automatic,2,Good,Brown,No,No,Yes,Yes,2,3rd Party,Partial Service,4 stars,No,No,No,Steel,Yes,26,1,24653.92243,two,-0.028485426,2.234569026,3496.835277,193.3,70.4,1039.89696,4689,12478.76352
Nissan Murano,2006,Petrol,Automatic,4,Good,Brown,No,No,No,Yes,3,No insurance,Full Service,4 stars,Yes,No,Yes,Steel,Yes,23,3,12065.35327,two,0.011487657,1.911935657,3404.470009,201.5,61.8,2107.837273,5917,25294.04727
Chevrolet Volt,2012,Hybrid,Automatic,4,Good,Silver,No,No,No,Yes,2,Collision,Full Service,2 stars,No,No,No,Chrome,Yes,34,3,22314.37702,five,-0.017397138,2.288326806,3363.883772,207.8,71.5,1284.712577,5361,15416.55092
Chevrolet Corvette,2002,Petrol,Manual,4,Fair,Brown,No,No,No,No,2,No insurance,No Service,2 stars,Yes,No,Yes,Chrome,No,15,2,5441.557488,two,-0.003624409,1.610745813,3142.408607,187.3,66.8,3321.359803,4356,39856.31764
Nissan Murano,2002,Petrol,Manual,4,Fair,Yellow,No,No,No,No,2,No insurance,No Service,Not rated/Unknown,Yes,No,No,Forged,No,15,4,9899.030282,three,-0.011196699,2.118232515,3168.593404,165,62.9,2596.340073,5296,31156.08087
Nissan Murano,2008,Petrol,Manual,4,Good,Brown,No,No,No,Yes,4,3rd Party,Partial Service,4 stars,Yes,No,No,Alloy,No,28,4,9795.938497,three,-0.012946815,2.229903574,-,192.2,64.8,2677.03949,6076,32124.47388
Toyota Corolla,2019,Electric,Manual,2,Excellent,Brown,Yes,No,Yes,Yes,1,No insurance,Full Service,5 stars,Yes,Yes,Yes,Forged,No,15,1,30003.51585,four,0.011608268,2.606595612,3649.991093,204.8,68.6,766.6504583,4201,9199.8055
Chevrolet Bolt,2019,Electric,Manual,4,Good,Brown,Yes,No,Yes,Yes,3,3rd Party,Full Service,3 stars,Yes,No,No,Hubcaps,Yes,14,4,13677.45914,three,-0.004677012,1.515479126,3241.659444,152.2,66.7,2092.582158,5362,25110.98589
Chevrolet Volt,2012,Electric,Manual,2,Fair,Brown,No,No,No,Yes,2,3rd Party,Full Service,4 stars,Yes,Yes,Yes,Forged,Yes,23,3,20175.8297,six,0.003465039,1.972580904,3853.083622,201.4,61.1,1290.040733,6555,15480.48879
Toyota Tundra,2016,Petrol,Automatic,4,Good,Brown,Yes,No,Yes,Yes,2,Collision,Partial Service,2 stars,Yes,No,No,Hubcaps,No,21,4,15573.3253,four,-0.000469206,2.226155015,3526.692312,174.6,63.5,2237.983772,5098,26855.80526
Honda Pilot,2002,Petrol,Manual,4,Fair,Black,No,No,No,No,2,No insurance,Partial Service,1 star,Yes,No,Yes,Hubcaps,No,28,5,7227.440984,two,0.004770408,2.221252517,3003.93783,147.7,61.8,2941.438636,4281,35297.26363
Honda Pilot,2002,Petrol,Manual,4,Good,Black,No,No,No,No,4,No insurance,Partial Service,Not rated/Unknown,Yes,No,Yes,Hubcaps,No,16,4,4551.628376,three,0.000768219,1.872511304,3322.309697,161.1,66.6,3740.579947,6259,44886.95936
Honda Pilot,2008,Petrol,Manual,4,Fair,Black,No,No,No,No,4,No insurance,Partial Service,1 star,Yes,No,Yes,Chrome,No,11,4,7424.881916,two,-0.012829922,2.47476521,3230.772049,171.7,60.2,3210.527499,6156,38526.32999
Toyota Corolla,2019,Hybrid,Automatic,4,Excellent,Beige,No,Yes,Yes,Yes,1,No insurance,Full Service,1 star,Yes,No,No,Steel,No,17,1,31873.97967,five,0.009962668,2.812160836,4099.905909,194.4,71.1,863.0754158,4824,10356.90499
Chevrolet Bolt,2018,Electric,Manual,2,Fair,Brown,Yes,No,Yes,Yes,3,3rd Party,Full Service,4 stars,Yes,No,No,Alloy,Yes,33,4,16998.73661,six,-0.004937566,2.354784325,3458.759066,192.6,64,1434.953366,5407,17219.44039
Toyota Camry,2005,Hybrid,Automatic,4,Excellent,Brown,No,Yes,No,Yes,2,Comprehensive,No Service,5 stars,No,No,Yes,Hubcaps,Yes,9,2,28191.82569,five,-0.015565819,2.634890843,3766.099721,185,71.5,1162.715321,4945,13952.58385
Toyota Prius,2009,Hybrid,Manual,4,Good,Brown,Yes,Yes,No,Yes,2,No insurance,Full Service,4 stars,Yes,No,No,Chrome,Yes,25,1,25984.01241,five,-0.004281152,2.531360826,3589.575756,175.5,67.9,931.7234533,5829,11180.68144
Honda Pilot,2004,Petrol,Manual,4,Fair,White,No,No,No,No,4,No insurance,Partial Service,Not rated/Unknown,No,No,Yes,Hubcaps,No,21,5,4721.324862,three,0.015007598,1.915903901,3186.548056,200.5,66.7,3436.671473,5331,41240.05768
Ford Fusion,2012,Hybrid,Manual,2,Good,Silver,Yes,No,No,Yes,1,Comprehensive,Partial Service,3 stars,No,Yes,No,Forged,No,33,1,26250.95367,three,0.008502217,2.545002195,3443.593373,169,64.1,995.3559883,4998,11944.27186
Chevrolet Volt,2014,Hybrid,Automatic,4,Good,Silver,No,No,Yes,Yes,1,Collision,Full Service,4 stars,Yes,Yes,Yes,Chrome,No,27,2,21561.76947,four,-0.003486521,2.890218192,3178.426339,181.9,70.4,1413.124338,4555,16957.49206
Honda Pilot,2002,Petrol,Manual,4,Fair,Black,No,No,No,No,2,No insurance,Partial Service,Not rated/Unknown,No,No,Yes,Chrome,No,30,2,5877.530276,three,-0.003492577,2.17181265,3709.597552,163.3,69.1,3313.886963,6124,39766.64355
Ford Escape,2022,Hybrid,Automatic,4,Excellent,Black,Yes,Yes,Yes,Yes,2,No insurance,No Service,3 stars,Yes,No,Yes,Steel,No,31,1,26554.64256,three,-0.003216351,2.11512529,3486.34853,183.1,60.9,778.8176646,5281,9345.811975
Ford Escape,2015,Hybrid,Automatic,2,Good,Brown,No,No,Yes,Yes,2,3rd Party,Full Service,3 stars,Yes,No,Yes,Forged,No,27,1,20491.86416,four,0.02076748,2.310279386,3966.429588,148.2,61.3,1213.455576,5759,14561.46691
Nissan Juke,2017,Petrol,Manual,4,Good,Black,No,No,No,Yes,4,3rd Party,Partial Service,4 stars,No,No,Yes,Forged,No,27,3,11077.18726,four,0.003819355,1.750602917,3296.296566,196.8,60.6,2520.480297,4629,30245.76356
